make,model,price,fuel,year,kms,power,doors,shift,is_professional,province
MITSUBISHI,L200,16990,Diésel,2017.0,126000,154.0,4,Manual,True,Vizcaya
VOLKSWAGEN,Polo,8989,Diésel,2013.0,84000,105.0,3,Manual,True,Tarragona
CHEVROLET,Tahoe,12900,Gasolina,2003.0,174927,285.0,4,Automático,True,Madrid
VOLKSWAGEN,Sharan,13200,Diésel,2012.0,189000,140.0,5,Manual,False,Murcia
RENAULT,Scénic,3900,Diésel,2009.0,137900,,5,Manual,False,Alicante
VOLVO,XC90,71900,Gasolina,2019.0,0,310.0,5,Automático,True,Baleares
AUDI,A4,6300,Diésel,2006.0,227000,140.0,4,Automático,False,Albacete
NISSAN,JUKE,13500,Gasolina,2018.0,5500,94.0,5,Manual,True,Málaga
PEUGEOT,207,3000,Gasolina,2007.0,173000,90.0,5,Manual,False,Barcelona
FORD,Focus,2200,Diésel,2007.0,180000,115.0,5,Manual,True,Sevilla
KIA,Rio,11899,Gasolina,2019.0,20450,84.0,5,Manual,True,Madrid
OPEL,Astra,2700,Gasolina,2008.0,217000,,3,Manual,False,Tenerife
VOLKSWAGEN,Beetle,18900,Diésel,2017.0,63000,150.0,2,Manual,True,Barcelona
MERCEDES-BENZ,Clase GLC,57900,Híbrido enchufable,2021.0,10,306.0,5,Manual,True,Málaga
FORD,Fusion,3100,Gasolina,2012.0,100000,80.0,5,Manual,False,Madrid
OPEL,Combo,8990,Diésel,2017.0,120000,95.0,5,Manual,True,Guipúzcoa
CITROEN,C5 Aircross,23700,Gasolina,2020.0,5,131.0,5,Manual,True,Albacete
SEAT,León,7490,Diésel,2016.0,168000,110.0,5,Manual,True,Madrid
BMW,X1,26890,Diésel,2017.0,37675,150.0,5,Automático,True,Valencia
VOLKSWAGEN,Passat,13900,Diésel,2016.0,159000,120.0,4,Manual,True,Cantabria
MERCEDES-BENZ,Clase C,21990,Diésel,2015.0,130500,,4,Automático,False,Málaga
VOLKSWAGEN,Polo,6900,Diésel,2012.0,145000,90.0,5,Manual,True,Tarragona
VOLKSWAGEN,Polo,15500,Gasolina,2020.0,1200,80.0,5,Manual,True,Alicante
AUDI,A3,15490,Diésel,2017.0,89000,116.0,3,Manual,True,Madrid
OPEL,Astra,2600,Gasolina,2005.0,149000,,5,Manual,False,Barcelona
AUDI,A4,22000,Diésel,2018.0,40000,150.0,4,Automático,False,Barcelona
AUDI,A3,42900,Diésel,2020.0,50,150.0,5,Automático,True,Málaga
KIA,ceed,9800,Diésel,2016.0,169000,110.0,5,Manual,True,A Coruña
KIA,Stonic,15495,Gasolina,2018.0,30000,120.0,5,Manual,True,Barcelona
AUDI,Q5,35200,Diésel,2017.0,96300,190.0,5,Automático,True,Girona
KIA,Sportage,4500,Gasolina,2007.0,150000,142.0,5,Manual,False,Asturias
PEUGEOT,3008,24800,Gasolina,2020.0,1,130.0,5,Manual,True,Asturias
BMW,i8,85490,Híbrido enchufable,2019.0,3000,374.0,2,Automático,True,Alicante
BMW,Serie 2 Active Tourer,17500,Diésel,2016.0,52823,150.0,5,Automático,True,Tarragona
AUDI,A5,18700,Diésel,2012.0,95000,143.0,5,Manual,False,Baleares
HYUNDAI,i20,12990,Gasolina,2020.0,2162,100.0,5,Manual,True,Asturias
PEUGEOT,Partner,5500,Diésel,2015.0,244769,75.0,5,Manual,True,Madrid
OPEL,Astra,2000,Diésel,2013.0,124000,110.0,5,Manual,False,Huelva
MERCEDES-BENZ,Vito,5999,Diésel,2008.0,258000,,3,Manual,False,Cáceres
MERCEDES-BENZ,Sprinter,7500,Diésel,2007.0,122700,88.0,2,Manual,True,Albacete
AUDI,A3,16200,Diésel,2017.0,112000,116.0,5,Manual,True,Madrid
TOYOTA,Aygo,9990,Gasolina,2020.0,2961,72.0,5,Manual,True,Castellón
PEUGEOT,206,2100,Gasolina,2010.0,174000,,5,Manual,False,Las Palmas
VOLKSWAGEN,Multivan,18990,Diésel,2010.0,220000,140.0,4,Manual,True,Madrid
LAND-ROVER,Range Rover Evoque,20000,Diésel,2014.0,94000,150.0,5,Manual,False,Navarra
MINI,MINI,1900,Gasolina,2008.0,200000,,2,Manual,False,Barcelona
HYUNDAI,IONIQ,17990,Híbrido,2018.0,19960,141.0,5,Automático,True,Jaén
FIAT,Punto,2500,Gasolina,2007.0,160000,60.0,5,Manual,True,Asturias
CITROEN,C4,2750,Diésel,2011.0,215000,90.0,5,Manual,False,Málaga
TOYOTA,Yaris,13190,Híbrido,2017.0,94957,100.0,5,Automático,True,Madrid
BMW,Serie 3,27500,Gasolina,2002.0,194948,343.0,2,Automático,True,Girona
VOLKSWAGEN,Eos,5400,Diésel,2007.0,210000,140.0,2,Manual,True,Madrid
TOYOTA,Proace City Verso,23200,Diésel,2020.0,0,131.0,5,Manual,True,Barcelona
VOLKSWAGEN,Polo,3750,Gasolina,2004.0,160000,75.0,5,Manual,True,Orense
VOLKSWAGEN,Golf,600,Diésel,1993.0,240000,,5,Manual,False,A Coruña
CITROEN,C3,4500,Diésel,2012.0,180000,68.0,5,Manual,False,Barcelona
CITROEN,C3 Picasso,6980,Gasolina,2013.0,118117,95.0,5,Manual,True,Valencia
BMW,Serie 3,18999,Diésel,2016.0,70977,190.0,4,Automático,True,Alicante
VOLKSWAGEN,Scirocco,16000,Gasolina,2010.0,119423,210.0,3,Manual,False,Girona
BMW,Serie 5,29890,Diésel,2015.0,108923,258.0,4,Automático,True,Murcia
KIA,Rio,10985,Gasolina,2019.0,14000,84.0,5,Manual,True,Las Palmas
DACIA,Logan,4990,Diésel,2007.0,191090,85.0,5,Manual,True,Toledo
CITROEN,C3,16143,Diésel,2020.0,2,99.0,5,Manual,True,Madrid
BMW,Serie 4,23700,Diésel,2014.0,131248,184.0,2,Automático,True,Zaragoza
PEUGEOT,508,11000,Diésel,2013.0,135000,115.0,5,Automático,False,Cádiz
FORD,Focus,2500,Diésel,2007.0,290000,,5,Manual,False,Albacete
CHRYSLER,PT Cruiser,5999,Gasolina,2005.0,170000,143.0,2,Automático,True,Baleares
NISSAN,QASHQAI,13990,Diésel,2015.0,57852,110.0,5,Manual,False,Badajoz
MAZDA,CX5,14990,Diésel,2013.0,68564,175.0,5,Automático,True,Vizcaya
KIA,ceed,12000,Gasolina,2015.0,122000,120.0,5,Manual,False,Madrid
PORSCHE,Macan,54900,Diésel,2016.0,65000,258.0,5,Automático,True,Madrid
SEAT,Ibiza,5900,Gasolina,2010.0,80000,60.0,3,Manual,True,Baleares
BMW,Serie 6,13000,Gasolina,2006.0,250000,,2,Manual,False,Sevilla
MERCEDES-BENZ,Vito,8450,Diésel,2001.0,115000,,5,Automático,False,Barcelona
CITROEN,C3,6150,Diésel,2011.0,200000,,5,Manual,False,Valencia
FIAT,Barchetta,6000,Gasolina,2000.0,200000,130.0,2,Manual,False,Alicante
VOLVO,XC60,18485,Diésel,2015.0,94995,136.0,5,Automático,True,Las Palmas
TOYOTA,Auris,12300,Híbrido,2016.0,112133,136.0,5,Automático,True,Sevilla
OPEL,Insignia,8000,Diésel,2010.0,190516,110.0,5,Manual,False,Madrid
OPEL,Mokka,12990,Diésel,2016.0,36554,136.0,5,Manual,True,Zaragoza
MINI,Countryman,21900,Gasolina,2018.0,20000,102.0,5,Manual,True,Barcelona
MINI,MINI,14400,Diésel,2016.0,28500,95.0,5,Manual,True,Vizcaya
RENAULT,Mégane,2200,Diésel,2004.0,185000,,2,Manual,False,Madrid
MINI,MINI,8700,Gasolina,2007.0,109000,,3,Manual,False,Girona
RENAULT,Clio,16490,Gasolina,2016.0,93983,200.0,5,Automático,True,Vizcaya
MERCEDES-BENZ,Viano,8750,Diésel,2006.0,181000,,5,Automático,False,Granada
PORSCHE,Macan,69900,Gasolina,2018.0,31131,360.0,5,Automático,True,Valencia
RENAULT,Kadjar,23500,Diésel,2019.0,16394,115.0,5,Manual,True,Castellón
MERCEDES-BENZ,Clase B,26900,Diésel,2019.0,17930,116.0,5,Automático,True,Valencia
AUDI,A3,3900,Diésel,2008.0,308000,,5,Manual,False,Guipúzcoa
CITROEN,C4 Cactus,13600,Gasolina,2019.0,22438,110.0,5,Manual,True,Barcelona
NISSAN,JUKE,11900,Gasolina,2018.0,89800,115.0,5,Manual,True,Málaga
PEUGEOT,208,12900,Gasolina,2021.0,10,75.0,5,Manual,True,Valencia
RENAULT,Mégane,2500,Diésel,2007.0,253000,,5,Manual,False,Navarra
CITROEN,C3,1500,Gasolina,2003.0,190000,61.0,5,Manual,True,Valencia
PEUGEOT,Partner,23500,Eléctrico,2020.0,10,67.0,3,Automático,True,Orense
BMW,Serie 6,17500,Gasolina,2004.0,132000,333.0,2,Manual,False,Barcelona
MG,ZR,700,Gasolina,2002.0,192500,103.0,3,Manual,False,Tenerife
FORD,Focus,11990,Diésel,2017.0,69999,120.0,5,Automático,True,Málaga
BMW,Serie 5,49900,Diésel,2018.0,1000,231.0,4,Automático,True,Alicante
AUDI,A4,16500,Diésel,2016.0,99000,150.0,4,Automático,True,Toledo
RENAULT,Espace,17850,Diésel,2017.0,99000,130.0,5,Manual,True,Valencia
VOLVO,XC60,33000,Diésel,2019.0,39350,150.0,5,Manual,True,Ciudad Real
VOLKSWAGEN,Golf,21990,Diésel,2014.0,117000,184.0,5,Automático,True,Pontevedra
AUDI,A4,7000,Gasolina,2005.0,189000,200.0,4,Manual,False,Navarra
AUDI,A4,23890,Diésel,2016.0,92709,190.0,5,Automático,True,Murcia
NISSAN,JUKE,12000,Gasolina,2016.0,65000,115.0,5,Manual,False,Barcelona
NISSAN,QASHQAI,23600,Diésel,2019.0,22136,115.0,5,Automático,True,Madrid
CITROEN,Grand C4 Picasso,6500,Diésel,2010.0,55000,,5,Manual,False,Murcia
MERCEDES-BENZ,190,1800,Gasolina,1987.0,313000,,4,Manual,False,Guipúzcoa
MINI,Countryman,19600,Gasolina,2017.0,31125,102.0,5,Manual,True,Vizcaya
PEUGEOT,307,900,Diésel,2002.0,396000,,5,Manual,False,León
MERCEDES-BENZ,Clase CLK,7999,Diésel,2007.0,180000,150.0,2,Manual,True,Vizcaya
OPEL,Insignia,16000,Diésel,2018.0,62000,163.0,5,Manual,False,Guipúzcoa
RENAULT,Laguna,4399,Diésel,2009.0,118300,150.0,5,Automático,True,Madrid
RENAULT,Captur,18900,Gasolina,2019.0,5,150.0,5,Manual,True,Salamanca
FORD,SMAX,13490,Diésel,2011.0,138000,200.0,5,Manual,True,Pontevedra
MG,ZT,1200,Gasolina,2004.0,128000,,5,Manual,False,Toledo
MERCEDES-BENZ,Clase R,7900,Diésel,2007.0,268222,,5,Automático,False,Castellón
VOLVO,S60,35900,Gasolina,2019.0,18700,250.0,4,Automático,True,Barcelona
TOYOTA,Auris,13500,Diésel,2015.0,33000,124.0,5,Manual,False,Lleida
CITROEN,C3,14350,Gasolina,2020.0,5,83.0,5,Manual,True,Albacete
RENAULT,Scénic,2650,Diésel,2009.0,187000,,5,Manual,False,Valencia
BMW,Serie 1,12990,Diésel,2014.0,131260,116.0,5,Manual,True,Barcelona
MERCEDES-BENZ,Clase A,6900,Diésel,2008.0,106000,109.0,5,Automático,True,Almería
FIAT,Stilo,900,Diésel,2003.0,280000,,3,Manual,False,Teruel
RENAULT,Captur,16000,Diésel,2019.0,31847,90.0,5,Manual,True,Madrid
AUDI,A6 allroad quattro,37600,Diésel,2018.0,60428,218.0,5,Automático,True,Cádiz
PEUGEOT,308,6800,Gasolina,2013.0,146246,120.0,5,Manual,True,Barcelona
VOLVO,S40,1000,Diésel,2003.0,284000,,4,Manual,False,Toledo
FORD,Kuga,30800,Diésel,2020.0,0,150.0,5,Manual,True,Madrid
AUDI,A3,2100,Diésel,1998.0,450000,110.0,3,Manual,False,Madrid
PORSCHE,Cayenne,135900,Gasolina,2020.0,6800,460.0,5,Automático,True,Barcelona
VOLVO,V40,13800,Diésel,2016.0,120000,120.0,5,Manual,True,Cantabria
CITROEN,Xsara,1500,Gasolina,2003.0,200000,,3,Manual,False,Murcia
FIAT,Punto,4500,Gasolina,2013.0,79000,77.0,5,Manual,False,Las Palmas
BMW,X4,29980,Diésel,2015.0,89598,190.0,5,Manual,True,Pontevedra
DACIA,Lodgy,5998,Diésel,2016.0,176000,90.0,5,Manual,True,Madrid
MERCEDES-BENZ,GLB,39900,Gasolina,2020.0,70,163.0,5,Automático,True,Las Palmas
SEAT,León,5900,Gasolina,2007.0,230000,160.0,5,Manual,False,Barcelona
AUDI,Q7,9900,Diésel,2008.0,215000,240.0,5,Automático,False,Madrid
PORSCHE,Panamera,53900,Gasolina,2013.0,89000,440.0,5,Automático,True,Madrid
PEUGEOT,208,13275,Gasolina,2020.0,1,75.0,5,Manual,True,Castellón
DACIA,Dokker,7500,Diésel,2016.0,51000,75.0,4,Manual,True,Madrid
MERCEDES-BENZ,Clase G,108300,Gasolina,2018.0,43000,571.0,5,Automático,True,Valencia
FORD,Focus CMAX,2000,Diésel,2004.0,294000,109.0,5,Manual,False,Girona
AUDI,A4,18995,Diésel,2015.0,80825,150.0,5,Automático,True,Sevilla
SKODA,Octavia,16500,Gasolina,2019.0,15059,115.0,5,Automático,True,Madrid
CITROEN,Grand C4 Picasso,15900,Diésel,2016.0,73500,150.0,5,Manual,True,Madrid
FORD,Mondeo,13000,Diésel,2015.0,104000,150.0,5,Automático,False,Madrid
AUDI,Q7,27999,Diésel,2014.0,148000,204.0,5,Automático,True,Madrid
AUDI,A3,13000,Diésel,2013.0,105700,105.0,3,Manual,False,Toledo
RENAULT,Trafic,25890,Diésel,2018.0,30000,145.0,5,Manual,True,Madrid
FORD,Mondeo,4999,Diésel,2010.0,177000,125.0,5,Manual,True,Zaragoza
RENAULT,Captur,13990,Gasolina,2018.0,82000,120.0,5,Manual,True,Huelva
VOLVO,S40,4900,Diésel,2009.0,287000,109.0,4,Manual,True,Sevilla
PEUGEOT,Boxer,16600,Diésel,2016.0,57000,130.0,4,Manual,True,Barcelona
PEUGEOT,206,2700,Diésel,2004.0,213000,70.0,3,Manual,False,Tarragona
FIAT,500,6490,Gasolina,2010.0,48000,69.0,3,Manual,True,Madrid
BMW,X6,38900,Diésel,2015.0,32567,245.0,5,Automático,True,Murcia
FORD,Focus,2300,Gasolina,2007.0,230000,,5,Manual,False,Madrid
CHRYSLER,Voyager,2100,Diésel,2003.0,211500,,5,Manual,False,Barcelona
AUDI,A4,18900,Diésel,2015.0,90629,150.0,4,Manual,True,Córdoba
VOLKSWAGEN,Caddy,12500,Diésel,2012.0,92453,102.0,5,Manual,True,Navarra
VOLKSWAGEN,Polo,900,Gasolina,1992.0,6000,,3,Manual,False,Las Palmas
VOLKSWAGEN,Golf,16250,Diésel,2014.0,34000,105.0,5,Manual,False,Barcelona
FORD,Mondeo,999,Diésel,2000.0,257000,90.0,5,Manual,False,Toledo
VOLKSWAGEN,Passat,1150,Diésel,2000.0,322208,,5,Manual,False,Huelva
PORSCHE,Cayenne,23500,Gasolina,2010.0,127990,405.0,5,Automático,True,Madrid
RENAULT,Scénic,23900,Diésel,2019.0,5311,150.0,5,Manual,True,Barcelona
BMW,Serie 3,5000,Gasolina,2004.0,196000,231.0,2,Manual,False,Castellón
OPEL,Vivaro,15400,Diésel,2018.0,116000,120.0,4,Manual,True,Barcelona
MERCEDES-BENZ,Clase A,18990,Diésel,2014.0,137000,170.0,5,Automático,False,Madrid
IVECO,Daily,7990,Diésel,2007.0,304224,116.0,4,Manual,True,Valencia
MINI,Countryman,23900,Gasolina,2019.0,23179,136.0,5,Automático,True,Madrid
MERCEDES-BENZ,Clase CLA,21990,Diésel,2016.0,95000,136.0,4,Automático,True,Granada
VOLKSWAGEN,Golf,1800,Gasolina,2001.0,220000,105.0,5,Manual,False,Tenerife
BMW,Serie 1,15000,Diésel,2014.0,80000,143.0,5,Manual,False,Barcelona
PORSCHE,Cayman,24990,Gasolina,2006.0,94000,245.0,3,Automático,True,Madrid
PEUGEOT,108,7500,Gasolina,2016.0,78700,82.0,5,Manual,True,Pontevedra
OPEL,Vivaro,16446,Diésel,2017.0,92000,120.0,4,Manual,True,Barcelona
NISSAN,JUKE,8999,Gasolina,2012.0,90000,117.0,5,Manual,True,Barcelona
OPEL,Vivaro,7999,Diésel,2009.0,250000,146.0,4,Manual,False,Alicante
VOLVO,S40,4000,Diésel,2008.0,211000,,5,Manual,False,Barcelona
VOLKSWAGEN,Touran,17700,Diésel,2016.0,41736,110.0,5,Automático,True,Sevilla
SKODA,Superb,19950,Diésel,2016.0,80000,150.0,5,Automático,True,Sevilla
FORD,Ka+,1000,Gasolina,1998.0,148000,,3,Manual,False,León
SEAT,León,17405,Gasolina,2019.0,23100,150.0,5,Manual,True,Barcelona
RENAULT,Clio,2200,Diésel,2004.0,91000,,5,Manual,False,Barcelona
PEUGEOT,307,1450,Diésel,2001.0,269681,,5,Manual,False,Badajoz
BMW,Serie 2 Gran Tourer,19900,Diésel,2016.0,100000,150.0,5,Automático,True,Madrid
BMW,Serie 3,14800,Diésel,2008.0,124900,197.0,2,Manual,True,Burgos
SUZUKI,Jimny,4700,Gasolina,2004.0,169000,80.0,3,Manual,True,Las Palmas
AUDI,A4,5900,Gasolina,2007.0,200000,,3,Manual,False,Cantabria
HYUNDAI,i30,9990,Diésel,2015.0,65400,110.0,5,Manual,True,Sevilla
BMW,Serie 5,23990,Gasolina,2013.0,110951,306.0,4,Automático,True,Tarragona
RENAULT,Mégane,14800,Diésel,2017.0,106478,110.0,5,Manual,True,Córdoba
OPEL,Corsa,1600,Diésel,2004.0,230000,,5,Manual,False,Jaén
BMW,Serie 4,34900,Diésel,2016.0,14000,190.0,2,Automático,False,Madrid
VOLKSWAGEN,Transporter,13500,Gasolina,1991.0,100000,110.0,4,Manual,False,Las Palmas
RENAULT,Clio,16300,Diésel,2020.0,4500,85.0,5,Manual,True,Baleares
KIA,Niro,16700,Híbrido,2017.0,82433,141.0,5,Automático,True,Barcelona
NISSAN,JUKE,13900,Gasolina,2019.0,9719,112.0,5,Manual,True,Madrid
OPEL,Astra,11900,Diésel,2018.0,53744,110.0,5,Manual,True,Valencia
MERCEDES-BENZ,Clase C,67990,Gasolina,2016.0,2550,457.0,2,Automático,True,Toledo
FIAT,Panda,1300,Gasolina,2003.0,180000,60.0,5,Manual,False,Madrid
MERCEDES-BENZ,200,5000,Diésel,1972.0,160000,,5,Manual,False,Las Palmas
TOYOTA,Aygo,8800,Gasolina,2017.0,55750,69.0,5,Manual,True,Girona
TOYOTA,Rav4,16400,Diésel,2014.0,179943,150.0,5,Automático,True,Sevilla
NISSAN,Micra,4500,Gasolina,2005.0,58000,80.0,3,Manual,False,Barcelona
AUDI,Q2,18900,Diésel,2016.0,72168,,5,Manual,True,Barcelona
BMW,Serie 4,28900,Diésel,2017.0,36000,190.0,2,Automático,False,Málaga
BMW,Serie 2 Active Tourer,16500,Diésel,2016.0,76029,150.0,5,Manual,True,Madrid
DS,DS 7 Crossback,37899,Diésel,2019.0,28,180.0,5,Automático,True,Álava
RENAULT,Kadjar,19400,Gasolina,2019.0,50667,140.0,5,Manual,True,Granada
VOLKSWAGEN,Golf,10900,Diésel,2011.0,224000,170.0,5,Manual,False,Madrid
AUDI,A5,16990,Diésel,2012.0,319116,245.0,5,Automático,True,Alicante
MERCEDES-BENZ,Clase C,19950,Diésel,2017.0,159000,170.0,5,Automático,True,Navarra
FIAT,Tipo,12500,Diésel,2019.0,18900,95.0,4,Manual,True,Huelva
SMART,fortwo,26920,Eléctrico,2020.0,1,82.0,3,Automático,True,Madrid
SSANGYONG,Rodius,3500,Diésel,2006.0,97000,,5,Manual,False,Sevilla
MERCEDES-BENZ,Clase A,29900,Diésel,2020.0,5662,116.0,5,Automático,True,La Rioja
VOLVO,XC90,29670,Diésel,2016.0,103594,235.0,5,Automático,True,Burgos
OPEL,Astra,2000,Gasolina,2005.0,185200,147.0,2,Manual,False,Zaragoza
MINI,MINI,6999,Gasolina,2001.0,124000,115.0,3,Manual,True,Barcelona
VOLKSWAGEN,Jetta,6000,Diésel,2011.0,176000,105.0,4,Manual,False,Madrid
TOYOTA,Auris,16000,Híbrido,2018.0,49034,136.0,5,Automático,True,Madrid
HYUNDAI,Accent,1950,Diésel,2009.0,139700,,3,Manual,False,Málaga
VOLKSWAGEN,Golf,8700,Diésel,2010.0,80000,105.0,5,,False,Cáceres
PEUGEOT,Rifter,19900,Diésel,2018.0,38207,100.0,5,Manual,True,Cantabria
VOLKSWAGEN,Arteon,40490,Diésel,2020.0,12275,240.0,5,Automático,True,Barcelona
PEUGEOT,308,18950,Diésel,2020.0,10,130.0,5,Manual,True,Barcelona
NISSAN,Almera,900,Diésel,2002.0,300000,,5,Manual,False,Valencia
RENAULT,Mégane,12900,Diésel,2016.0,67344,110.0,5,Manual,True,Madrid
RENAULT,Laguna,2500,Gasolina,2002.0,92200,,5,Manual,False,Tarragona
CITROEN,C3,500,Gasolina,2007.0,120000,90.0,5,Manual,False,Las Palmas
MINI,MINI,4900,Gasolina,2005.0,149000,90.0,3,Manual,False,Cáceres
MERCEDES-BENZ,Clase V,33700,Diésel,2018.0,47478,163.0,4,Automático,False,Lleida
CITROEN,Grand C4 Picasso,13100,Diésel,2016.0,98512,120.0,5,Manual,True,Guadalajara
PEUGEOT,407,3200,Diésel,2006.0,180000,,5,Manual,False,Valencia
SKODA,Octavia Tour,3500,Diésel,2008.0,227000,,5,Manual,False,Madrid
KIA,ProCeed,26890,Gasolina,2020.0,20,140.0,5,Manual,True,La Rioja
HYUNDAI,H1,3200,Diésel,2004.0,200000,,5,Manual,False,Badajoz
VOLKSWAGEN,Golf,14900,Gasolina,2018.0,82765,110.0,5,Manual,True,Sevilla
LAND-ROVER,Range Rover Evoque,28950,Diésel,2017.0,46596,180.0,5,Manual,True,Barcelona
CADILLAC,Escalade,21800,Gasolina,2007.0,114000,409.0,5,Automático,True,Madrid
HYUNDAI,i40,11700,Diésel,2013.0,116345,136.0,4,Automático,True,Madrid
MERCEDES-BENZ,Clase B,12900,Diésel,2013.0,110000,109.0,5,Manual,True,Alicante
VOLKSWAGEN,Transporter,19970,Diésel,2018.0,114600,102.0,4,Manual,True,Valencia
VOLKSWAGEN,Passat,2400,Diésel,2003.0,329959,130.0,4,Manual,True,Madrid
PORSCHE,Cayenne,54999,Diésel,2016.0,93000,262.0,5,Automático,True,Valencia
VOLKSWAGEN,Golf,5300,Diésel,2004.0,73000,105.0,3,Manual,False,Zaragoza
BMW,Serie 3,14900,Diésel,2008.0,189000,197.0,2,Automático,False,Málaga
NISSAN,NV300,24800,Diésel,2020.0,6900,120.0,4,Manual,True,Teruel
OPEL,Zafira,4000,Diésel,2007.0,145000,120.0,5,Manual,True,Pontevedra
RENAULT,Clio,8799,Diésel,2018.0,31113,75.0,5,Manual,True,Málaga
BMW,Serie 3,2000,Diésel,2000.0,205000,,5,Manual,False,Tarragona
RENAULT,Scénic,1750,Diésel,2005.0,118000,,5,Manual,False,Sevilla
BMW,Z4,23900,Gasolina,2010.0,84600,306.0,2,Manual,False,Toledo
CITROEN,C3,3350,Diésel,2004.0,92050,70.0,5,Manual,True,Madrid
VOLVO,V70,2100,Gasolina,2004.0,228000,,5,Automático,False,Barcelona
FORD,Explorer,65900,Híbrido enchufable,2020.0,1,450.0,4,Automático,True,Madrid
SEAT,León,9990,Diésel,2013.0,100000,150.0,5,Manual,True,Las Palmas
AUDI,A4,2700,Diésel,2002.0,288000,,5,Manual,False,Navarra
VOLKSWAGEN,Touran,3599,Diésel,2006.0,260000,105.0,5,Manual,True,Madrid
BMW,Serie 1,21900,Diésel,2018.0,21009,150.0,5,Manual,True,Murcia
MERCEDES-BENZ,Clase GLC,43999,Gasolina,2019.0,48500,211.0,5,Automático,True,Alicante
AUDI,A4,20850,Diésel,2016.0,122587,150.0,5,Automático,True,Madrid
SEAT,Ibiza,2000,Diésel,2003.0,245000,,4,Manual,False,Jaén
HYUNDAI,i20,13750,Diésel,2018.0,18800,90.0,5,Manual,True,Burgos
MERCEDES-BENZ,Clase CLK,8500,Diésel,2005.0,165000,,2,Automático,False,Pontevedra
KIA,Sportage,17100,Diésel,2018.0,50116,115.0,5,Manual,True,Madrid
AUDI,A4,2800,Diésel,2004.0,202000,,4,Manual,False,Zaragoza
SEAT,Ibiza,11990,Gasolina,2017.0,58456,95.0,5,Manual,True,Barcelona
FORD,Grand Tourneo Connect,23800,Diésel,2020.0,3800,120.0,5,Manual,True,Tarragona
VOLKSWAGEN,Polo,13290,Gasolina,2018.0,51137,95.0,5,Automático,True,Barcelona
MERCEDES-BENZ,Clase C,39990,Híbrido,2019.0,11560,184.0,2,Automático,True,Valencia
MERCEDES-BENZ,Clase A,28900,Diésel,2020.0,8063,116.0,5,Automático,True,Toledo
HYUNDAI,i10,9790,Gasolina,2019.0,20267,66.0,5,Manual,True,Madrid
SEAT,León,11990,Gasolina,2018.0,79000,110.0,5,Manual,True,Madrid
FORD,Focus,2800,Diésel,2007.0,213965,115.0,3,Manual,False,Barcelona
FIAT,Doblò Cargo,7500,Diésel,2017.0,100000,90.0,3,Manual,True,Valencia
AUDI,A4,21990,Diésel,2016.0,108000,190.0,5,Automático,True,Cantabria
MERCEDES-BENZ,Clase CLA,19350,Diésel,2015.0,97000,136.0,5,Manual,True,Navarra
VOLKSWAGEN,Golf,2900,Diésel,2003.0,220000,,5,Manual,False,Castellón
HYUNDAI,Coupé,1999,Gasolina,2004.0,197000,,3,Manual,False,Málaga
CITROEN,C4,11800,Diésel,2020.0,89500,130.0,5,Manual,True,A Coruña
MITSUBISHI,Montero iO,7450,Gasolina,2004.0,98000,114.0,5,Manual,True,Madrid
VOLKSWAGEN,Golf,7500,Diésel,2012.0,175000,105.0,5,Manual,True,Valencia
FORD,Kuga,20900,Gasolina,2019.0,34000,150.0,5,Manual,True,Alicante
CHEVROLET,Captiva,12495,Diésel,2014.0,112409,184.0,5,Automático,True,Madrid
MERCEDES-BENZ,Clase E,14500,Diésel,2010.0,260000,231.0,2,Automático,False,Huelva
JAGUAR,XE,39900,Gasolina,2017.0,47200,340.0,4,Automático,True,Vizcaya
CITROEN,Xsara,700,Diésel,2000.0,204000,,3,Manual,False,Alicante
BMW,Serie 3,7000,Diésel,2006.0,205000,,5,Manual,False,Lugo
OPEL,Zafira Tourer,9499,Diésel,2016.0,149000,136.0,5,Manual,True,Toledo
FIAT,500,8200,Gasolina,2018.0,56168,,3,Manual,True,Valencia
CITROEN,C4,6500,Diésel,2011.0,140000,112.0,5,Manual,False,Sevilla
OPEL,Astra,5400,Diésel,2008.0,52000,,2,Manual,False,Ciudad Real
RENAULT,Mégane,1500,Diésel,2004.0,297926,120.0,5,Automático,False,Madrid
INFINITI,Q60,35900,Gasolina,2018.0,20500,211.0,2,Automático,True,Madrid
FIAT,Doblò Panorama,13485,Diésel,2019.0,11018,95.0,5,Manual,True,Barcelona
FIAT,Bravo,3900,Gasolina,2010.0,160000,90.0,5,Manual,True,Madrid
AUDI,Coupe,10000,Gasolina,2010.0,220000,,3,Manual,False,Almería
OPEL,Corsa,1000,Gasolina,1996.0,193512,,3,Manual,False,Salamanca
PEUGEOT,108,10500,Gasolina,2019.0,21688,72.0,5,Manual,True,Barcelona
PEUGEOT,407,3500,Diésel,2006.0,193000,136.0,4,Manual,True,Valencia
VOLKSWAGEN,Golf,12500,Diésel,2014.0,83078,105.0,5,Manual,True,Lleida
OPEL,Corsa,7990,Gasolina,2017.0,73600,90.0,5,Manual,True,Tenerife
AUDI,A3,19900,Diésel,2016.0,48409,110.0,5,Manual,True,Álava
KIA,ceed,12910,Gasolina,2018.0,26320,100.0,5,Manual,True,Madrid
VOLKSWAGEN,Golf,23999,Gasolina,2018.0,105000,245.0,5,Automático,False,Madrid
MAZDA,Mazda3,7990,Diésel,2010.0,93000,109.0,5,Manual,True,A Coruña
